photo_id,scientificName,kingdom,phylum,class,order,family,genus,species,common_name,taxonRank,photo_url,image_path,text_description
52396,Sibynophis chinensis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Sibynophis,chinensis,Chinese Many-tooth Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/52396/medium.jpg,biotrove_processed/images/52396.jpg,"Sibynophis chinensis (Chinese Many-tooth Snake) - Colubridae, Order Squamata, Class Reptilia"
52397,Sibynophis chinensis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Sibynophis,chinensis,Chinese Many-tooth Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/52397/medium.jpg,biotrove_processed/images/52397.jpg,"Sibynophis chinensis (Chinese Many-tooth Snake) - Colubridae, Order Squamata, Class Reptilia"
52398,Sibynophis chinensis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Sibynophis,chinensis,Chinese Many-tooth Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/52398/medium.jpg,biotrove_processed/images/52398.jpg,"Sibynophis chinensis (Chinese Many-tooth Snake) - Colubridae, Order Squamata, Class Reptilia"
52399,Sibynophis chinensis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Sibynophis,chinensis,Chinese Many-tooth Snake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/52399/medium.jpg,biotrove_processed/images/52399.jpg,"Sibynophis chinensis (Chinese Many-tooth Snake) - Colubridae, Order Squamata, Class Reptilia"
52442,Hypnale hypnale,Animalia,Chordata,Reptilia,Squamata,Viperidae,Hypnale,hypnale,Hump-nosed Viper,species,http://inaturalist-open-data.s3.amazonaws.com/photos/52442/medium.jpg,biotrove_processed/images/52442.jpg,"Hypnale hypnale (Hump-nosed Viper) - Viperidae, Order Squamata, Class Reptilia"
52472,Hemidactylus leschenaultii,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,leschenaultii,Bark Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/52472/medium.jpg,biotrove_processed/images/52472.jpg,"Hemidactylus leschenaultii (Bark Gecko) - Gekkonidae, Order Squamata, Class Reptilia"
52473,Hemidactylus leschenaultii,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,leschenaultii,Bark Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/52473/medium.jpg,biotrove_processed/images/52473.jpg,"Hemidactylus leschenaultii (Bark Gecko) - Gekkonidae, Order Squamata, Class Reptilia"
52788,Opheodrys vernalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,vernalis,Smooth Greensnake,species,http://inaturalist-open-data.s3.amazonaws.com/photos/52788/medium.jpg,biotrove_processed/images/52788.jpg,"Opheodrys vernalis (Smooth Greensnake) - Colubridae, Order Squamata, Class Reptilia"
53069,Eretmochelys imbricata,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,imbricata,Hawksbill,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53069/medium.JPG,biotrove_processed/images/53069.jpg,"Eretmochelys imbricata (Hawksbill) - Cheloniidae, Order Testudines, Class Reptilia"
53070,Ameiva ameiva,Animalia,Chordata,Reptilia,Squamata,Teiidae,Ameiva,ameiva,Amazon Racerunner,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53070/medium.jpg,biotrove_processed/images/53070.jpg,"Ameiva ameiva (Amazon Racerunner) - Teiidae, Order Squamata, Class Reptilia"
53074,Liopholis whitii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis,whitii,White's Rock-skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53074/medium.jpg,biotrove_processed/images/53074.jpg,"Liopholis whitii (White's Rock-skink) - Scincidae, Order Squamata, Class Reptilia"
53075,Liopholis whitii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis,whitii,White's Rock-skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53075/medium.jpg,biotrove_processed/images/53075.jpg,"Liopholis whitii (White's Rock-skink) - Scincidae, Order Squamata, Class Reptilia"
343550345,Liopholis whitii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis,whitii,White's Rock-skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/343550345/medium.jpg,biotrove_processed/images/343550345.jpg,"Liopholis whitii (White's Rock-skink) - Scincidae, Order Squamata, Class Reptilia"
53076,Liopholis whitii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis,whitii,White's Rock-skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53076/medium.jpg,biotrove_processed/images/53076.jpg,"Liopholis whitii (White's Rock-skink) - Scincidae, Order Squamata, Class Reptilia"
53077,Liopholis whitii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis,whitii,White's Rock-skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53077/medium.jpg,biotrove_processed/images/53077.jpg,"Liopholis whitii (White's Rock-skink) - Scincidae, Order Squamata, Class Reptilia"
53080,Lacerta agilis,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,agilis,Sand Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53080/medium.jpg,biotrove_processed/images/53080.jpg,"Lacerta agilis (Sand Lizard) - Lacertidae, Order Squamata, Class Reptilia"
53081,Eulamprus quoyii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eulamprus,quoyii,Eastern Water Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53081/medium.jpg,biotrove_processed/images/53081.jpg,"Eulamprus quoyii (Eastern Water Skink) - Scincidae, Order Squamata, Class Reptilia"
342954597,Eulamprus quoyii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eulamprus,quoyii,Eastern Water Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342954597/medium.jpg,biotrove_processed/images/342954597.jpg,"Eulamprus quoyii (Eastern Water Skink) - Scincidae, Order Squamata, Class Reptilia"
342954317,Eulamprus quoyii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eulamprus,quoyii,Eastern Water Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342954317/medium.jpg,biotrove_processed/images/342954317.jpg,"Eulamprus quoyii (Eastern Water Skink) - Scincidae, Order Squamata, Class Reptilia"
342954322,Eulamprus quoyii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eulamprus,quoyii,Eastern Water Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342954322/medium.jpg,biotrove_processed/images/342954322.jpg,"Eulamprus quoyii (Eastern Water Skink) - Scincidae, Order Squamata, Class Reptilia"
53083,Eulamprus quoyii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eulamprus,quoyii,Eastern Water Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53083/medium.jpg,biotrove_processed/images/53083.jpg,"Eulamprus quoyii (Eastern Water Skink) - Scincidae, Order Squamata, Class Reptilia"
53084,Sphenomorphus indicus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Sphenomorphus,indicus,Indian Forest Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53084/medium.jpg,biotrove_processed/images/53084.jpg,"Sphenomorphus indicus (Indian Forest Skink) - Scincidae, Order Squamata, Class Reptilia"
53087,Eulamprus quoyii,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eulamprus,quoyii,Eastern Water Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53087/medium.jpg,biotrove_processed/images/53087.jpg,"Eulamprus quoyii (Eastern Water Skink) - Scincidae, Order Squamata, Class Reptilia"
53088,Sphenomorphus indicus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Sphenomorphus,indicus,Indian Forest Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53088/medium.jpg,biotrove_processed/images/53088.jpg,"Sphenomorphus indicus (Indian Forest Skink) - Scincidae, Order Squamata, Class Reptilia"
53089,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53089/medium.jpg,biotrove_processed/images/53089.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
259285168,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/259285168/medium.jpeg,biotrove_processed/images/259285168.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
259285167,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/259285167/medium.jpeg,biotrove_processed/images/259285167.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
259285178,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/259285178/medium.jpeg,biotrove_processed/images/259285178.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
259285166,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/259285166/medium.jpeg,biotrove_processed/images/259285166.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
259285169,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/259285169/medium.jpeg,biotrove_processed/images/259285169.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
259285171,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/259285171/medium.jpeg,biotrove_processed/images/259285171.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
259285186,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/259285186/medium.jpeg,biotrove_processed/images/259285186.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
259285163,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/259285163/medium.jpeg,biotrove_processed/images/259285163.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
342761356,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342761356/medium.jpg,biotrove_processed/images/342761356.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
53091,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53091/medium.jpg,biotrove_processed/images/53091.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
342761351,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342761351/medium.jpg,biotrove_processed/images/342761351.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
342761346,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342761346/medium.jpg,biotrove_processed/images/342761346.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
53093,Sphenomorphus indicus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Sphenomorphus,indicus,Indian Forest Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53093/medium.jpg,biotrove_processed/images/53093.jpg,"Sphenomorphus indicus (Indian Forest Skink) - Scincidae, Order Squamata, Class Reptilia"
342761999,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342761999/medium.jpg,biotrove_processed/images/342761999.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
53095,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53095/medium.jpg,biotrove_processed/images/53095.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
53096,Carlia longipes,Animalia,Chordata,Reptilia,Squamata,Scincidae,Carlia,longipes,Closed-litter Rainbow Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53096/medium.jpg,biotrove_processed/images/53096.jpg,"Carlia longipes (Closed-litter Rainbow Skink) - Scincidae, Order Squamata, Class Reptilia"
53097,Sphenomorphus indicus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Sphenomorphus,indicus,Indian Forest Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53097/medium.jpg,biotrove_processed/images/53097.jpg,"Sphenomorphus indicus (Indian Forest Skink) - Scincidae, Order Squamata, Class Reptilia"
291566854,Caiman yacare,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare,Yacare Caiman,species,http://inaturalist-open-data.s3.amazonaws.com/photos/291566854/medium.jpg,biotrove_processed/images/291566854.jpg,"Caiman yacare (Yacare Caiman) - Alligatoridae, Order Crocodylia, Class Reptilia"
291566837,Caiman yacare,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare,Yacare Caiman,species,http://inaturalist-open-data.s3.amazonaws.com/photos/291566837/medium.jpg,biotrove_processed/images/291566837.jpg,"Caiman yacare (Yacare Caiman) - Alligatoridae, Order Crocodylia, Class Reptilia"
53098,Caiman yacare,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,yacare,Yacare Caiman,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53098/medium.jpg,biotrove_processed/images/53098.jpg,"Caiman yacare (Yacare Caiman) - Alligatoridae, Order Crocodylia, Class Reptilia"
53099,Brookesia superciliaris,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia,superciliaris,Brown Leaf Chameleon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53099/medium.jpg,biotrove_processed/images/53099.jpg,"Brookesia superciliaris (Brown Leaf Chameleon) - Chamaeleonidae, Order Squamata, Class Reptilia"
53100,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53100/medium.jpg,biotrove_processed/images/53100.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
342763332,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342763332/medium.jpeg,biotrove_processed/images/342763332.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
53101,Sphenomorphus indicus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Sphenomorphus,indicus,Indian Forest Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53101/medium.jpg,biotrove_processed/images/53101.jpg,"Sphenomorphus indicus (Indian Forest Skink) - Scincidae, Order Squamata, Class Reptilia"
53103,Tropidurus melanopleurus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,melanopleurus,Black Lava Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53103/medium.jpg,biotrove_processed/images/53103.jpg,"Tropidurus melanopleurus (Black Lava Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
343352999,Tropidurus melanopleurus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,melanopleurus,Black Lava Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/343352999/medium.jpeg,biotrove_processed/images/343352999.jpg,"Tropidurus melanopleurus (Black Lava Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
343352832,Tropidurus melanopleurus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,melanopleurus,Black Lava Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/343352832/medium.jpeg,biotrove_processed/images/343352832.jpg,"Tropidurus melanopleurus (Black Lava Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
53104,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53104/medium.jpg,biotrove_processed/images/53104.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
342763619,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342763619/medium.jpeg,biotrove_processed/images/342763619.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
53105,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53105/medium.jpg,biotrove_processed/images/53105.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
53106,Tropidurus melanopleurus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,melanopleurus,Black Lava Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53106/medium.jpg,biotrove_processed/images/53106.jpg,"Tropidurus melanopleurus (Black Lava Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
53107,Gambelia wislizenii,Animalia,Chordata,Reptilia,Squamata,Crotaphytidae,Gambelia,wislizenii,Long-nosed Leopard Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53107/medium.jpg,biotrove_processed/images/53107.jpg,"Gambelia wislizenii (Long-nosed Leopard Lizard) - Crotaphytidae, Order Squamata, Class Reptilia"
53108,Tropidurus catalanensis,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,catalanensis,Western Collared Spiny Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53108/medium.jpg,biotrove_processed/images/53108.jpg,"Tropidurus catalanensis (Western Collared Spiny Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
85391234,Tropidurus catalanensis,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,catalanensis,Western Collared Spiny Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/85391234/medium.jpg,biotrove_processed/images/85391234.jpg,"Tropidurus catalanensis (Western Collared Spiny Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
85391302,Tropidurus catalanensis,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,catalanensis,Western Collared Spiny Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/85391302/medium.jpg,biotrove_processed/images/85391302.jpg,"Tropidurus catalanensis (Western Collared Spiny Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
53109,Amphibolurus muricatus,Animalia,Chordata,Reptilia,Squamata,Agamidae,Amphibolurus,muricatus,Jacky Lashtail,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53109/medium.jpg,biotrove_processed/images/53109.jpg,"Amphibolurus muricatus (Jacky Lashtail) - Agamidae, Order Squamata, Class Reptilia"
53110,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53110/medium.jpg,biotrove_processed/images/53110.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
53112,Gehyra dubia,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gehyra,dubia,Dubious Dtella,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53112/medium.jpg,biotrove_processed/images/53112.jpg,"Gehyra dubia (Dubious Dtella) - Gekkonidae, Order Squamata, Class Reptilia"
343546830,Sphenomorphus indicus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Sphenomorphus,indicus,Indian Forest Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/343546830/medium.jpg,biotrove_processed/images/343546830.jpg,"Sphenomorphus indicus (Indian Forest Skink) - Scincidae, Order Squamata, Class Reptilia"
53113,Sphenomorphus indicus,Animalia,Chordata,Reptilia,Squamata,Scincidae,Sphenomorphus,indicus,Indian Forest Skink,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53113/medium.jpg,biotrove_processed/images/53113.jpg,"Sphenomorphus indicus (Indian Forest Skink) - Scincidae, Order Squamata, Class Reptilia"
53114,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53114/medium.jpg,biotrove_processed/images/53114.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
53115,Gehyra dubia,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gehyra,dubia,Dubious Dtella,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53115/medium.jpg,biotrove_processed/images/53115.jpg,"Gehyra dubia (Dubious Dtella) - Gekkonidae, Order Squamata, Class Reptilia"
342949524,Gehyra dubia,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gehyra,dubia,Dubious Dtella,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342949524/medium.jpg,biotrove_processed/images/342949524.jpg,"Gehyra dubia (Dubious Dtella) - Gekkonidae, Order Squamata, Class Reptilia"
53116,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53116/medium.jpg,biotrove_processed/images/53116.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
342761873,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342761873/medium.jpg,biotrove_processed/images/342761873.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
342761576,Pogona barbata,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,barbata,Bearded Dragon,species,http://inaturalist-open-data.s3.amazonaws.com/photos/342761576/medium.jpg,biotrove_processed/images/342761576.jpg,"Pogona barbata (Bearded Dragon) - Agamidae, Order Squamata, Class Reptilia"
53117,Tropidurus melanopleurus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,melanopleurus,Black Lava Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53117/medium.jpg,biotrove_processed/images/53117.jpg,"Tropidurus melanopleurus (Black Lava Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
85555264,Tropidurus melanopleurus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,melanopleurus,Black Lava Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/85555264/medium.jpg,biotrove_processed/images/85555264.jpg,"Tropidurus melanopleurus (Black Lava Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
343756178,Hemidactylus frenatus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,frenatus,Common House Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/343756178/medium.jpg,biotrove_processed/images/343756178.jpg,"Hemidactylus frenatus (Common House Gecko) - Gekkonidae, Order Squamata, Class Reptilia"
343756181,Hemidactylus frenatus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,frenatus,Common House Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/343756181/medium.jpg,biotrove_processed/images/343756181.jpg,"Hemidactylus frenatus (Common House Gecko) - Gekkonidae, Order Squamata, Class Reptilia"
53118,Hemidactylus frenatus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,frenatus,Common House Gecko,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53118/medium.jpg,biotrove_processed/images/53118.jpg,"Hemidactylus frenatus (Common House Gecko) - Gekkonidae, Order Squamata, Class Reptilia"
53119,Tropidurus melanopleurus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,melanopleurus,Black Lava Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53119/medium.jpg,biotrove_processed/images/53119.jpg,"Tropidurus melanopleurus (Black Lava Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
343355571,Tropidurus melanopleurus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,melanopleurus,Black Lava Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/343355571/medium.jpeg,biotrove_processed/images/343355571.jpg,"Tropidurus melanopleurus (Black Lava Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
343355587,Tropidurus melanopleurus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,melanopleurus,Black Lava Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/343355587/medium.jpeg,biotrove_processed/images/343355587.jpg,"Tropidurus melanopleurus (Black Lava Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
343355599,Tropidurus melanopleurus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,melanopleurus,Black Lava Lizard,species,http://inaturalist-open-data.s3.amazonaws.com/photos/343355599/medium.jpeg,biotrove_processed/images/343355599.jpg,"Tropidurus melanopleurus (Black Lava Lizard) - Tropiduridae, Order Squamata, Class Reptilia"
53120,Gehyra dubia,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gehyra,dubia,Dubious Dtella,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53120/medium.jpg,biotrove_processed/images/53120.jpg,"Gehyra dubia (Dubious Dtella) - Gekkonidae, Order Squamata, Class Reptilia"
53122,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53122/medium.jpg,biotrove_processed/images/53122.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
343153941,Iguana iguana,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Green Iguana,species,http://inaturalist-open-data.s3.amazonaws.com/photos/343153941/medium.jpeg,biotrove_processed/images/343153941.jpg,"Iguana iguana (Green Iguana) - Iguanidae, Order Squamata, Class Reptilia"
291465971,Alligator mississippiensis,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,American Alligator,species,http://inaturalist-open-data.s3.amazonaws.com/photos/291465971/medium.jpg,biotrove_processed/images/291465971.jpg,"Alligator mississippiensis (American Alligator) - Alligatoridae, Order Crocodylia, Class Reptilia"
53123,Alligator mississippiensis,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,American Alligator,species,http://inaturalist-open-data.s3.amazonaws.com/photos/53123/medium.jpg,biotrove_processed/images/53123.jpg,"Alligator mississippiensis (American Alligator) - Alligatoridae, Order Crocodylia, Class Reptilia"
